tract,Name,Household_Income_rP_gP_p25
48157671700,"Sugar Creek, Sugar Land, TX",57173
34013020400,"Livingston, NJ",57163
6081604500,"Millbrae, CA",57151
8014030500,"Broomfield, CO",57146
34003042100,"Paramus, NJ",57139
34003042302,"Paramus, NJ",57137
20091052607,"Belmont Downs, Shawnee, KS",57135
36047063800,"Kings County, NY",57113
6075047802,"Richmond District, San Francisco, CA",57109
36119005500,"Pelham, Pelham Manor, NY",57106
42101035900,"Northeast Philadelphia, Philadelphia, PA",57099
6081612800,"Menlo Park, CA",57089
19055950100,"Dyersville, IA",57087
25021441202,"Wrentham, MA",57080
25017339801,"Medford, MA",57068
36081157101,"Bellerose Manor, Bellerose, NY",57061
36047056200,"Kings County, NY",57051
12115000801,"Longboat Key, FL",57046
1073004800,"Highland Park, Birmingham, AL",57037
32003005846,"Las Vegas, NV",57023
48113019036,"Richardson, TX",57020
34023007806,"Old Bridge, Old Bridge Township, NJ",57002
47187050404,"Franklin, TN",57000
31003979600,"Royal, NE",56986
48201411400,"River Oaks, Houston, TX",56985
27117460500,"Edgerton, MN",56985
20091053010,"Nottingham By The Green, Overland Park, KS",56979
17111871206,"Algonquin, IL",56975
34025809704,"Marlboro Township, NJ",56972
25017369000,"North Waltham, Waltham, MA",56968
31109003716,"Lincoln, NE",56964
19109950600,"Algona, IA",56960
38043966800,"Steele, ND",56952
36059517000,"Glen Cove, NY",56951
19109950200,"Wesley, IA",56946
38013953300,"Bowbells, ND",56937
36047062000,"Kings County, NY",56931
44007014501,"Cranston, RI",56930
19027960600,"Manning, IA",56925
6081605200,"Easton Addition, Burlingame, CA",56923
34039036200,"Clark, NJ",56922
13121010108,"Atlanta, GA",56921
17031800900,"Wilmette, IL",56920
50023955800,"Waitsfield, VT",56911
25021406102,"Medfield, Medfield, MA",56902
49035112615,"Sandy, UT",56895
36059518501,"Jericho, NY",56893
49035114800,"Greater Avenues, Salt Lake City, UT",56884
26081012605,"East Paris, Grand Rapids, MI",56882
36047003800,"Kings County, NY",56881
6067007102,"North Natomas, Sacramento, CA",56859
32003005358,"Paradise Hills, Henderson, NV",56858
19167070100,"Sheldon, IA",56851
17031801500,"Northbrook, IL",56840
53063010700,"Five Mile Prairie, Spokane, WA",56839
20091053009,"White Fox Estates, Overland Park, KS",56834
48157671602,"Plantation Bend, Sugar Land, TX",56833
51059490502,"Fairfax, VA",56832
34007606200,"Haddonfield, NJ",56816
36103111803,"East Northport, NY",56812
34023001416,"Edison, NJ",56802
36103158323,"Miller Place, NY",56801
49035112617,"Sandy, UT",56799
36047057400,"Kings County, NY",56793
36081074700,"Queens County, NY",56787
25023561200,"Bridgewater, Bridgewater, MA",56783
34025809600,"Morganville, Manalapan Township, NJ",56778
42045410100,"Glen Mills, PA",56775
34003061100,"Wyckoff, NJ",56766
36059301700,"Manhasset, NY",56761
36119010600,"Ardsley, NY",56750
17097864518,"Buffalo Grove, IL",56744
48453000601,"University of Texas at Austin, Austin, TX",56737
6085504320,"North San Jose, San Jose, CA",56732
19061010300,"Bernard, IA",56729
31089974200,"Atkinson, NE",56729
6037577602,"Bixby Village, Long Beach, CA",56726
36059410600,"Valley Stream, NY",56721
34013016100,"Upper Montclair, Montclair, NJ",56702
42029304502,"Downingtown, PA",56671
20179952600,"Hoxie, KS",56661
6073017044,"Miramar Ranch North, San Diego, CA",56642
31077970900,"Greeley, NE",56639
19009070100,"Audubon, IA",56634
18039000900,"Goshen, IN",56630
36059519601,"Plainview, NY",56618
6075011000,"Nob Hill, San Francisco, CA",56615
48085031664,"Deerfield, Plano, TX",56597
31011960100,"Albion, NE",56596
20045001600,"West Lawrence, Lawrence, KS",56575
36005031400,"Bronx County, NY",56571
39035179101,"Pepper Pike, OH",56570
34003040001,"Oradell, NJ",56561
31053963700,"North Bend, NE",56561
36119013202,"Briarcliff Manor, NY",56555
6013345113,"Danville, CA",56552
36081122300,"Queens County, NY",56542
27113090100,"Goodridge, MN",56537
36059521302,"Massapequa, NY",56535
42091203103,"Lafayette Hill, PA",56534
9001245500,"Ridgefield, CT",56518
36059408600,"Levittown, NY",56510
49011126305,"Centerville, UT",56509
6037460502,"La Cañada Flintridge, CA",56503
48085031507,"Twin Creeks, Allen, TX",56497
27119020300,"East Grand Forks, MN",56497
19013003002,"Hudson, IA",56486
32003005904,"Mesquite, NV",56482
40043959300,"Camargo, OK",56476
36091062602,"Rexford, NY",56471
27129790200,"Bird Island, MN",56470
1073012914,"Vestavia Hills, AL",56470
42045407804,"Springfield, PA",56468
36059519802,"Plainview, NY",56458
51059431002,"Springfield, VA",56444
9001030400,"Darien, CT",56437
34027046201,"Hackettstown, NJ",56437
34007607503,"Voorhees Township, NJ",56434
34023006608,"East Brunswick, NJ",56413
25017358500,"Lexington, MA",56407
34003017400,"Fair Lawn, NJ",56405
36103135103,"Commack, NY",56402
6013346204,"Danville, CA",56399
48041002009,"Pebble Creek, College Station, TX",56394
6037481714,"Monterey Park, CA",56389
8035014138,"Highlands Ranch, CO",56377
24031700607,"North Potomac, MD",56363
48201543002,"Cypress, TX",56362
26125168100,"Farmington Hills, MI",56361
51059491405,"Clifton, VA",56359
38105953500,"Williston, ND",56359
56035000102,"Pinedale, WY",56358
24027602303,"Ellicott City, MD",56356
38101011200,"Minot, ND",56348
6037113301,"Northridge, Los Angeles, CA",56340
34027045703,"Mount Freedom, Randolph, NJ",56332
25025010204,"Fenway/Kenmore, Boston, MA",56327
9001010101,"Greenwich, CT",56325
36059415700,"Wantagh, NY",56317
24031700826,"Gaithersburg, MD",56304
48201342001,"Baywood Shadows, Pasadena, TX",56302
6059075814,"Orange, CA",56300
51107611805,"Chantilly, VA",56299
27019090302,"Waconia, MN",56266
24027602100,"Ellicott City, MD",56266
49043964401,"Park City, UT",56255
36087012800,"Pearl River, NY",56255
34013020901,"Essex Fells, NJ",56254
17097864305,"Lake Barrington, IL",56252
31153010627,"Omaha, NE",56242
6075032902,"Sunset District, San Francisco, CA",56242
46115000100,"Ashton, SD",56236
34025801500,"Lincroft, Middletown, NJ",56233
6001440333,"Union City, CA",56194
38091968700,"Finley, ND",56192
27039950100,"Mantorville, MN",56186
6081606400,"Baywood - Aragon, San Mateo, CA",56166
17097864602,"Lake Forest, IL",56161
17031805600,"Park Ridge, IL",56160
39035182103,"Parma, OH",56151
48355005414,"South Side, Corpus Christi, TX",56148
38001965600,"Hettinger, ND",56147
48491020706,"Forest Ridge, Round Rock, TX",56141
17031823604,"Palos Heights, IL",56140
38095951500,"Cando, ND",56123
6001442000,"Kimber - Gomes, Fremont, CA",56116
30095966500,"Absarokee, MT",56112
25017382100,"Natick, MA",56104
49011126405,"Bountiful, UT",56100
38099958300,"Adams, ND",56100
25017374200,"Newton Highlands, Newton, MA",56097
36081144100,"Queens County, NY",56090
36081051100,"Queens County, NY",56086
36081050500,"Queens County, NY",56083
6037194101,"Central LA, Los Angeles, CA",56080
34023008204,"Clearbrook Park, Monroe Township, NJ",56072
51059491101,"Centreville, VA",56059
36059519400,"Hicksville, Hicksville, NY",56055
6037620901,"Manhattan Beach, CA",56055
48439110903,"Benbrook, TX",56049
17043846304,"Naperville, IL",56043
34003010300,"Dumont, NJ",56041
27081201001,"Ivanhoe, MN",56024
38015011101,"Bismarck, ND",56018
36085027900,"Richmond County, NY",56015
17097864517,"Buffalo Grove, IL",56000
36103135003,"Saint James, NY",55995
46059975600,"Miller, SD",55991
24031700610,"Gaithersburg, MD",55990
36059517701,"Glen Head, NY",55986
46079960100,"Madison, SD",55969
6001420500,"Albany, CA",55952
34005702907,"Mount Laurel, NJ",55943
34027041200,"Mountain Lakes, NJ",55940
34007603507,"Cherry Hill, NJ",55939
6073008335,"Torrey Glenn, San Diego, CA",55933
36081076902,"Queens County, NY",55913
34031154001,"Little Falls, NJ",55909
27053024006,"Minneapolis, MN",55908
36059520002,"Bethpage, NY",55904
39035177609,"Parma, OH",55902
20131480100,"Sabetha, KS",55897
19097950400,"Bellevue, IA",55895
39049006810,"Colonial Hills, Worthington, OH",55895
48319950200,"Mason, TX",55885
48201430800,"Westside, Houston, TX",55882
55025012900,"Mazomanie, WI",55881
38009952400,"Bottineau, ND",55877
17097864522,"Riverwoods, IL",55874
36119005200,"Bronxville, NY",55869
20091053423,"Brookhighland, Overland Park, KS",55862
50023954100,"East Calais, Calais, VT",55862
42003474203,"Upper Saint Clair, PA",55857
48201421900,"Southwest Houston, Houston, TX",55856
36047003000,"Kings County, NY",55851
42091205503,"Penn Wynne, Wynnewood, PA",55846
38089963500,"Dickinson, ND",55838
6075045100,"Balboa Hollow, San Francisco, CA",55832
34031246002,"Wayne, NJ",55828
6073002002,"Mid-City, San Diego, CA",55819
30111001801,"Rimrock, Billings, MT",55818
31107976300,"Wausa, NE",55808
34005702918,"Mount Laurel, NJ",55802
36081101700,"Queens County, NY",55801
27145010600,"Melrose, MN",55793
27151960300,"Benson, MN",55784
20147475200,"Prairie View, KS",55782
31027977200,"Laurel, NE",55774
17013951300,"Brussels, IL",55772
17043841209,"Carol Stream, IL",55767
31153010701,"Gretna, NE",55759
36059303800,"Carle Place, NY",55750
25017373900,"Oak Hill, Newton, MA",55729
42045409802,"Strafford, PA",55728
6059021823,"Yorba Linda, CA",55723
51760050600,"Near West End, Richmond, VA",55723
51059432500,"Springfield, VA",55720
39095008302,"Toledo, OH",55709
38029966500,"Linton, ND",55706
36059302501,"Roslyn Heights, NY",55703
12011040203,"North Fort Lauderdale, Fort Lauderdale, FL",55702
38023954500,"Crosby, ND",55691
46067968700,"Parkston, SD",55691
6001421600,"Berkeley Hills, Berkeley, CA",55685
34021004203,"Princeton, NJ",55682
41067031814,"Sexton Mountain, Beaverton, OR",55682
36059406300,"Garden City, NY",55665
51059480501,"Herndon, VA",55664
48157674400,"Maranatha Farms, Sugar Land, TX",55662
36085027705,"Richmond County, NY",55655
29189217851,"Chesterfield, MO",55655
42045407803,"Springfield, PA",55649
6001443321,"Warm Springs, Fremont, CA",55646
36081136700,"Queens County, NY",55641
34031124401,"Clifton, NJ",55637
46067968600,"Freeman, SD",55634
34035054201,"Princeton, NJ",55626
36087011101,"Valley Cottage, NY",55618
17031802801,"Arlington Heights, IL",55618
51059460400,"Tysons, VA",55611
6037262301,"Los Angeles, CA",55597
36103110102,"Cold Spring Harbor, NY",55594
20135956100,"Ransom, KS",55590
39107967700,"Coldwater, OH",55585
20173010115,"Wichita, KS",55585
34003049001,"River Vale, NJ",55584
17019006000,"Urbana, IL",55583
24027602304,"Ellicott City, MD",55559
10003011700,"Wilmington, DE",55558
15003003102,"Mānoa, Honolulu, HI",55556
25021414200,"Sharon, MA",55555
42091200906,"Lansdale, PA",55553
40025950100,"Boise City, OK",55545
51107611012,"Ashburn, VA",55544
6067008704,"Anatolia Village, Rancho Cordova, CA",55543
8005086300,"Aurora, CO",55540
42091204010,"Plymouth Meeting, PA",55539
38015010900,"Bismarck, ND",55538
42091200501,"Hatboro, PA",55532
6037403304,"Valle Lindo, Diamond Bar, CA",55527
31107976200,"Verdigre, NE",55523
26125150000,"Bloomfield Township, MI",55505
38101011300,"Burlington, ND",55504
19109950500,"Algona, IA",55503
35001003726,"Tanoan East, Albuquerque, NM",55483
31155968200,"Weston, NE",55479
36087010801,"New City, NY",55478
17097864514,"Lincolnshire, IL",55478
26125137400,"Novi, MI",55471
49035104100,"Salt Lake City, UT",55468
36081150701,"Queens County, NY",55464
36103111801,"Elwood, NY",55463
34013020500,"Livingston, NJ",55462
38019950900,"Langdon, ND",55461
25009203200,"Marblehead, MA",55461
34039037000,"Cranford, NJ",55454
31013951100,"Hemingford, NE",55450
31181965000,"Blue Hill, NE",55446
25017338400,"Winchester, MA",55441
38015011500,"Wilton, ND",55437
17031805801,"Park Ridge, IL",55432
36081104700,"Queens County, NY",55432
51810042000,"North Central, Virginia Beach, VA",55424
24027602305,"Ellicott City, MD",55389
36081157903,"Bellerose Manor, Floral Park, NY",55383
17019001206,"Champaign, IL",55381
26093713300,"Howell, MI",55376
51059430201,"Fairfax, VA",55369
42017105006,"Holland, PA",55360
34023006606,"East Brunswick, NJ",55357
42003446000,"Edgeworth, PA",55352
38069956200,"Rugby, ND",55350
36103110101,"Lloyd Harbor, NY",55348
34035053706,"Somerset County, NJ",55348
20131480300,"Goff, KS",55340
36085024402,"Richmond County, NY",55340
20181453600,"Goodland, KS",55338
42113960200,"Forksville, PA",55328
6081608001,"Foster City, CA",55324
27089080100,"Middle River, MN",55312
49043964307,"Park City, UT",55311
42017104901,"Jamison, PA",55309
34003009200,"Haworth, NJ",55306
36081070700,"Queens County, NY",55305
17043841326,"West Chicago, IL",55298
42017105203,"Newtown, PA",55276
55131470204,"Germantown, WI",55272
48491020109,"Georgetown, TX",55268
6001443103,"Fremont, CA",55264
36081079701,"Queens County, NY",55260
19063070200,"Estherville, IA",55259
19011960200,"Garrison, IA",55258
34005704008,"Evesham Township, NJ",55257
48097000200,"Gainesville, TX",55246
36081152901,"Queens County, NY",55244
19019950300,"Jesup, IA",55231
34025806503,"Monmouth County, NJ",55226
36081119300,"Queens County, NY",55224
51059431300,"Springfield, VA",55223
9009160100,"Woodbridge, CT",55219
6075010300,"Russian Hill, San Francisco, CA",55218
6037400204,"Bonita, La Verne, CA",55217
31151960800,"Western, NE",55212
26125150800,"Bloomfield Hills, MI",55212
17197883514,"Tinley Park, IL",55210
36047042600,"Kings County, NY",55209
36059415101,"Merrick, NY",55209
51059480201,"McLean, VA",55202
6111007513,"Simi Valley, CA",55201
38063959000,"Michigan, ND",55198
9001011000,"Old Greenwich, Greenwich, CT",55184
34003044201,"Ramsey, NJ",55170
36081091601,"Queens County, NY",55170
4013040516,"Festival Ranch, Buckeye, AZ",55165
34039038300,"Mountainside, NJ",55164
6073008346,"Sorrento Valley, San Diego, CA",55162
25017357300,"Belmont, MA",55161
49031960100,"Junction, UT",55161
51059416100,"Alexandria, VA",55160
34023001410,"Edison, NJ",55160
38075952900,"Mohall, ND",55159
4013103206,"Paradise Valley Village, Scottsdale, AZ",55155
20065952100,"Hill City, KS",55150
36059517600,"Glen Head, NY",55136
19161080300,"Lake View, IA",55125
36119011102,"Ardsley, NY",55122
17031802200,"Glenview, IL",55112
30009000400,"Roberts, MT",55105
25021442201,"Franklin, MA",55101
25021457200,"Needham, MA",55100
36085027704,"Richmond County, NY",55098
46077958200,"De Smet, SD",55094
53033032207,"Sammamish, WA",55084
9001010800,"Cos Cob, Greenwich, CT",55082
48149970100,"Round Top, TX",55075
36059411901,"Lynbrook, NY",55074
38089963700,"Dickinson, ND",55067
20173010001,"Wichita, KS",55063
31111960600,"North Platte, NE",55062
27019090701,"Chanhassen, MN",55061
4013318700,"Tempe, AZ",55059
34023006206,"North Brunswick Township, NJ",55056
9001035200,"New Canaan, CT",55054
36005027401,"Bronx County, NY",55050
6071011002,"San Bernardino, CA",55048
20091051801,"Somerset Manor, Prairie Village, KS",55035
38073968900,"Ransom County, ND",55032
39107968000,"Fort Recovery, OH",55027
36047044600,"Kings County, NY",55022
36081079900,"Queens County, NY",55022
17097864105,"Mundelein, IL",55021
36059416402,"Long Beach, NY",55013
6081604900,"Millbrae, CA",55013
34035052603,"Basking Ridge, Bernards, NJ",55007
27143170198,"Green Isle, MN",55001
8005006712,"Greenwood Village, CO",54994
38003968000,"Sanborn, ND",54990
40119010300,"Stillwater, OK",54990
42045409701,"Villanova, PA",54989
8069001606,"Willow Springs, Fort Collins, CO",54988
49043964202,"Kamas, UT",54984
36059518100,"East Norwich, NY",54977
48201423500,"Southwest Houston, Houston, TX",54971
27163071010,"Woodbury, MN",54964
49049010211,"Alpine, UT",54959
36087011303,"Nanuet, NY",54956
6085511907,"South San Jose, San Jose, CA",54949
6001426200,"Piedmont, CA",54948
49035111306,"Cottonwood Heights, UT",54942
6075012601,"Marina District, San Francisco, CA",54936
32003005716,"Henderson, NV",54931
48121021731,"Lewisville, TX",54926
36081099701,"Queens County, NY",54924
40059952200,"Laverne, OK",54910
34039037601,"Springfield Township, NJ",54907
36059521301,"Massapequa, NY",54905
36059301900,"Manhasset, NY",54885
30025000100,"Baker, MT",54884
42091205808,"King of Prussia, PA",54876
36081108500,"Queens County, NY",54875
9001090100,"Trumbull, CT",54875
56039967702,"Jackson, WY",54874
6073008336,"Rancho Peñasquitos, San Diego, CA",54870
38059020400,"Mandan, ND",54866
34019010400,"Asbury, NJ",54858
24027603001,"Woodstock, MD",54856
27045960400,"Preston, MN",54855
17043840202,"Addison, IL",54848
36059410200,"Malverne, NY",54848
48453001705,"Vista West, Austin, TX",54843
34031246101,"Wayne, NJ",54843
6073017107,"Encinitas, CA",54840
36103135304,"Smithtown, NY",54838
17097864515,"Buffalo Grove, IL",54837
6075040200,"Inner Richmond, San Francisco, CA",54835
22055001407,"Lafayette, LA",54829
36085014608,"Richmond County, NY",54820
36081072900,"Queens County, NY",54820
6001450601,"Pleasanton, CA",54818
46005956600,"Cavour, SD",54817
6001443102,"Weibel, Fremont, CA",54810
6085507205,"Los Gatos, CA",54806
26163551700,"Grosse Pointe Woods, MI",54797
6061021040,"Sun City, Roseville, CA",54795
13067030334,"Marietta, GA",54794
26125192500,"Hawthorn Hills, Rochester Hills, MI",54781
49011126303,"Centerville, UT",54777
34003041302,"Palisades Park, NJ",54777
36081069702,"Queens County, NY",54776
53033005600,"Briarcliff, Seattle, WA",54768
31055007314,"Bennington, NE",54768
34025809701,"Marlboro Township, NJ",54752
